122	Rather than seeking doctor appointments, the phone calls and texts are more efficient. 	0.45132366	0.5486764
123	Mar-04	0.4658396	0.53416044
124	Super ventricular tachycardia   	0.4241945	0.57580554
125	1	0.45289057	0.5471094
126	Northern BC 	0.45895812	0.54104185
127	I am a teacher and my husband is a contractor, so he had to make some adjustments as he works in people’s homes. 	0.43492356	0.5650765
128	2	0.43221414	0.56778586
129	$300	0.45786053	0.5421395
130	The diagnosis happened in the beginning of the pandemic, all our appointments were virtual and we only travelled for the surgery. 	0.41926274	0.58073723
131	I did, however my husband did not. I only missed an hour. 	0.4332896	0.56671035
132	We only had to make one trip to Vancouver, just for the surgery. 	0.41349322	0.5865068
133	It was hard doing stuff online with appointments :/ I hope we can come back in soon. 	0.4383659	0.5616341
134	I can’t come in for my 6 month check up and I would really like too. 	0.43495673	0.56504333
135	I had a allergy attack, I had a kidney infection, I passed out and had a seizure. 3 different times at hospital. 	0.44132963	0.55867034
136	Most vaccines have eggs in them. I’m allergic. 	0.42857385	0.5714261
137	I think everyone should be able to get it 	0.44200954	0.55799043
138	I mentioned when my seizures were getting worse 	0.407317	0.592683
139	They told me which doctor to contact and how to track properly 	0.44155994	0.55844
140	My boyfriends parents. 	0.4384306	0.56156933
141	They didn’t believe that I have a weakened immune system and got mad that we weren’t seeing people. 	0.46222106	0.537779
142	It made my anxiety really bad. I’m currently not seeing his parents. 	0.43628192	0.563718
143	I got a response faster then waiting for an appointment in person. 	0.44920424	0.55079573
144	Nothing 	0.44010833	0.55989164
145	I love it. I also can look back at what I was told because my memory is bad. 	0.4476245	0.55237544
146	Sep-04	0.44196284	0.55803716
147	Dysautonomia 	0.42990214	0.57009786
148	Usually 2-3 a year 	0.420671	0.579329
149	Maple ridge 	0.43214032	0.56785965
150	Not really but it affected everyone for a bit 	0.45675713	0.5432429
151	1	0.43673137	0.56326866
152	Usually 15$? 	0.45895812	0.54104185
153	Yes I had to miss school for it but I wasn’t attending school and I was desperate for answers/ help 	0.44461176	0.5553882
154	Not really 	0.41699207	0.58300793
155	Well you don’t have to pay for parking but I don’t mind doing that 2-3 times a year 	0.41350076	0.5864993
156	Apart from emergency care, routine appointments have shifted fully online	0.43561482	0.5643852
157	I would have been required to travel to other health regions increasing risk of transmission and illness	0.4142036	0.5857963
158	Hip Dislocation (ambulance, ER, radiology, orthopaedic department)	0.42080674	0.5791933
159	I have already received the Pfizer COVID-19 vaccine as a healthcare worker. I did so not only to protect myself, but others in the community who may be more vulnerable	0.44300556	0.5569945
160	I think that the age roll out of vaccines didn't take circumstances into account. Many vulnerable populations were not initially identified (i.e. teachers, pharmacy, and young people with chronic health problems) I think research is still needed for under 18, however I think this could've been included in initial clinical trials. 	0.4386035	0.56139654
161	I would question and report all changes in health by replying to the weekly texts.	0.44876173	0.5512383
162	With time, issues were addressed either through text or by setting up a phone call	0.43250564	0.5674944
163	Customers	0.423699	0.576301
164	"Being called a ""sheep"" for getting the vaccine and following public health orders"	0.44778284	0.5522171
165	I did not feel significantly impacted because I knew I was doing what was right. 	0.4449854	0.55501455
166	It made me really check in with myself and think about how my health was over the last week	0.47490495	0.525095
167	"I feel like I must answer very generically each week ""I'm okay"", ""I'm fine"", etc..."	0.43833032	0.56166965
168	I think it's important to reflect on how you week was and address health concerns in a less formal setting	0.44765434	0.5523457
169	Weekly Texts	0.43569842	0.56430155
170	Apr-00	0.4271074	0.5728926
171	Hip Dysplasia, Dysautonomia, Postural Orthostatic Tachycardia Syndrome (POTS)	0.41843945	0.58156055
172	It varies based on treatment, but usually >5	0.42959887	0.57040113
173	Salmon Arm (Southern-Interior BC)	0.42624542	0.57375455
174	My parents are both retired, although I did have to move home from university and find a new employment opportunity	0.45633543	0.5436645
175	Approximately 6	0.4335163	0.56648374
176	$600	0.45001006	0.54998994
177	Yes, I would have to take multiple days off work and school to travel to the coast and go to appointments	0.4316979	0.5683021
178	No, I may have missed a single class, but nothing significant like the burden on in-person appointments	0.42187646	0.57812357
179	Less time off school, work, and less financial strain	0.4421943	0.5578057
180		0.4301451	0.56985486
